,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp
5144,7,17,11999,5104.5,Vermischte Einnahmen,Bundesministerium der Justiz,119990717,Bundesministerium der Justiz einssiebeneinseinsneunneunneun ,Bundesministerium der Justiz einssiebeneinseinsneunneunneun  Vermischte Einnahmen
5145,6,24,11201,5100.0,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium des Innern und für Heimat,112010624,Bundesministerium des Innern und für Heimat zweiviereinseinszweinulleins ,"Bundesministerium des Innern und für Heimat zweiviereinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten"
5146,11,11,44357,5099.3,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesministerium für Arbeit und Soziales,443571111,Bundesministerium für Arbeit und Soziales einseinsviervierdreifünfsieben ,Bundesministerium für Arbeit und Soziales einseinsviervierdreifünfsieben  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften
5147,9,11,23257,5012.84,Beteiligung an den Versorgungslasten des Bundes,Bundesministerium für Wirtschaft und Klimaschutz,232570911,Bundesministerium für Wirtschaft und Klimaschutz einseinszweidreizweifünfsieben ,Bundesministerium für Wirtschaft und Klimaschutz einseinszweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes
5148,4,54,11999,5000.0,Vermischte Einnahmen,Bundeskanzler und Bundeskanzleramt,119990454,Bundeskanzler und Bundeskanzleramt fünfviereinseinsneunneunneun ,Bundeskanzler und Bundeskanzleramt fünfviereinseinsneunneunneun  Vermischte Einnahmen
5149,25,14,68409,4953.4,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",684092514,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einsviersechsachtviernullneun ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einsviersechsachtviernullneun  Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs"
5150,15,15,13201,4895.08,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Gesundheit,132011515,Bundesministerium für Gesundheit einsfünfeinsdreizweinulleins ,Bundesministerium für Gesundheit einsfünfeinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen
5151,25,2,53287,4878.32,Demografischer Wandel - Gewährleistung gleichwertiger Lebensverhältnisse,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",532872502,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nullzweifünfdreizweiachtsieben ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nullzweifünfdreizweiachtsieben  Demografischer Wandel - Gewährleistung gleichwertiger Lebensverhältnisse"
5152,2,13,54501,4857.66,"Konferenzen, Tagungen, Messen und Ausstellungen",Deutscher Bundestag,545010213,Deutscher Bundestag einsdreifünfvierfünfnulleins ,"Deutscher Bundestag einsdreifünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen"
5153,2,11,52703,4856.01,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Deutscher Bundestag,527030211,Deutscher Bundestag einseinsfünfzweisiebennulldrei ,Deutscher Bundestag einseinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen
5154,10,15,68409,4837.0,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs",Bundesministerium für Ernährung und Landwirtschaft,684091015,Bundesministerium für Ernährung und Landwirtschaft einsfünfsechsachtviernullneun ,"Bundesministerium für Ernährung und Landwirtschaft einsfünfsechsachtviernullneun  Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs"
5156,23,12,98103,4693.5,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,981032312,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweineunachteinsnulldrei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweineunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
5157,10,4,54741,4676.86,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Ernährung und Landwirtschaft,547411004,Bundesministerium für Ernährung und Landwirtschaft nullvierfünfviersiebenviereins ,Bundesministerium für Ernährung und Landwirtschaft nullvierfünfviersiebenviereins  Nicht aufteilbare sächliche Verwaltungsausgaben
5158,22,12,81201,4664.82,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Unabhängiger Kontrollrat,812012212,Unabhängiger Kontrollrat einszweiachteinszweinulleins ,"Unabhängiger Kontrollrat einszweiachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
5159,10,17,68409,4657.0,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs",Bundesministerium für Ernährung und Landwirtschaft,684091017,Bundesministerium für Ernährung und Landwirtschaft einssiebensechsachtviernullneun ,"Bundesministerium für Ernährung und Landwirtschaft einssiebensechsachtviernullneun  Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs"
5160,7,16,13201,4655.51,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium der Justiz,132010716,Bundesministerium der Justiz einssechseinsdreizweinulleins ,Bundesministerium der Justiz einssechseinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen
5161,6,22,51901,4541.04,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium des Innern und für Heimat,519010622,Bundesministerium des Innern und für Heimat zweizweifünfeinsneunnulleins ,Bundesministerium des Innern und für Heimat zweizweifünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen
5162,7,19,11999,4472.3,Vermischte Einnahmen,Bundesministerium der Justiz,119990719,Bundesministerium der Justiz einsneuneinseinsneunneunneun ,Bundesministerium der Justiz einsneuneinseinsneunneunneun  Vermischte Einnahmen
5163,21,12,42709,4442.64,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,427092112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweivierzweisiebennullneun ,"Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
5164,23,11,52703,4432.48,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,527032311,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinsfünfzweisiebennulldrei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen
5165,15,13,11901,4389.54,Einnahmen aus Veröffentlichungen,Bundesministerium für Gesundheit,119011513,Bundesministerium für Gesundheit einsdreieinseinsneunnulleins ,Bundesministerium für Gesundheit einsdreieinseinsneunnulleins  Einnahmen aus Veröffentlichungen
5166,7,15,13201,4358.5,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium der Justiz,132010715,Bundesministerium der Justiz einsfünfeinsdreizweinulleins ,Bundesministerium der Justiz einsfünfeinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen
5167,10,10,68312,4325.9,Maßnahmen zum Erhalt und zur nachhaltigen Bewirtschaftung der Wälder,Bundesministerium für Ernährung und Landwirtschaft,683121010,Bundesministerium für Ernährung und Landwirtschaft einsnullsechsachtdreieinszwei ,Bundesministerium für Ernährung und Landwirtschaft einsnullsechsachtdreieinszwei  Maßnahmen zum Erhalt und zur nachhaltigen Bewirtschaftung der Wälder
5168,11,15,51401,4320.1,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Arbeit und Soziales,514011115,Bundesministerium für Arbeit und Soziales einsfünffünfeinsviernulleins ,"Bundesministerium für Arbeit und Soziales einsfünffünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl."
5169,4,56,51801,4298.42,Mieten und Pachten,Bundeskanzler und Bundeskanzleramt,518010456,Bundeskanzler und Bundeskanzleramt fünfsechsfünfeinsachtnulleins ,Bundeskanzler und Bundeskanzleramt fünfsechsfünfeinsachtnulleins  Mieten und Pachten
5170,12,17,45321,4268.27,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Digitales und Verkehr,453211217,Bundesministerium für Digitales und Verkehr einssiebenvierfünfdreizweieins ,"Bundesministerium für Digitales und Verkehr einssiebenvierfünfdreizweieins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen"
5171,1,12,11999,4250.0,Vermischte Einnahmen,Bundespräsident und Bundespräsidialamt,119990112,Bundespräsident und Bundespräsidialamt einszweieinseinsneunneunneun ,Bundespräsident und Bundespräsidialamt einszweieinseinsneunneunneun  Vermischte Einnahmen
5173,15,17,11101,4235.24,"Gebühren, sonstige Entgelte",Bundesministerium für Gesundheit,111011517,Bundesministerium für Gesundheit einssiebeneinseinseinsnulleins ,"Bundesministerium für Gesundheit einssiebeneinseinseinsnulleins  Gebühren, sonstige Entgelte"
5174,16,13,51721,4213.26,"Bewirtschaftung der Grundstücke, Gebäude und Räume","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",517211613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreifünfeinssiebenzweieins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreifünfeinssiebenzweieins  Bewirtschaftung der Grundstücke, Gebäude und Räume"
5175,19,11,45909,4181.01,Vermischte Personalausgaben,Bundesverfassungsgericht,459091911,Bundesverfassungsgericht einseinsvierfünfneunnullneun ,Bundesverfassungsgericht einseinsvierfünfneunnullneun  Vermischte Personalausgaben
5176,16,12,13201,4173.35,Erlöse aus der Veräußerung von beweglichen Sachen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",132011612,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweieinsdreizweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweieinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen"
5177,7,19,12401,4138.0,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium der Justiz,124010719,Bundesministerium der Justiz einsneuneinszweiviernulleins ,"Bundesministerium der Justiz einsneuneinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung"
5178,10,12,11101,4099.38,"Gebühren, sonstige Entgelte",Bundesministerium für Ernährung und Landwirtschaft,111011012,Bundesministerium für Ernährung und Landwirtschaft einszweieinseinseinsnulleins ,"Bundesministerium für Ernährung und Landwirtschaft einszweieinseinseinsnulleins  Gebühren, sonstige Entgelte"
5179,22,12,51801,4087.65,Mieten und Pachten,Unabhängiger Kontrollrat,518012212,Unabhängiger Kontrollrat einszweifünfeinsachtnulleins ,Unabhängiger Kontrollrat einszweifünfeinsachtnulleins  Mieten und Pachten
5180,20,11,54201,4069.67,Öffentlichkeitsarbeit,Bundesrechnungshof,542012011,Bundesrechnungshof einseinsfünfvierzweinulleins ,Bundesrechnungshof einseinsfünfvierzweinulleins  Öffentlichkeitsarbeit
5181,6,24,68108,4057.43,Studienbeihilfen für Nachwuchskräfte geringeren Umfangs,Bundesministerium des Innern und für Heimat,681080624,Bundesministerium des Innern und für Heimat zweiviersechsachteinsnullacht ,Bundesministerium des Innern und für Heimat zweiviersechsachteinsnullacht  Studienbeihilfen für Nachwuchskräfte geringeren Umfangs
5182,12,19,42729,3934.59,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,427291219,Bundesministerium für Digitales und Verkehr einsneunvierzweisiebenzweineun ,"Bundesministerium für Digitales und Verkehr einsneunvierzweisiebenzweineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
5183,6,22,45909,3926.23,Vermischte Personalausgaben,Bundesministerium des Innern und für Heimat,459090622,Bundesministerium des Innern und für Heimat zweizweivierfünfneunnullneun ,Bundesministerium des Innern und für Heimat zweizweivierfünfneunnullneun  Vermischte Personalausgaben
5184,1,13,52901,3868.72,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,Bundespräsident und Bundespräsidialamt,529010113,Bundespräsident und Bundespräsidialamt einsdreifünfzweineunnulleins ,Bundespräsident und Bundespräsidialamt einsdreifünfzweineunnulleins  Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen
5185,15,12,11999,3797.86,Vermischte Einnahmen,Bundesministerium für Gesundheit,119991512,Bundesministerium für Gesundheit einszweieinseinsneunneunneun ,Bundesministerium für Gesundheit einszweieinseinsneunneunneun  Vermischte Einnahmen
5186,11,14,98103,3750.27,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Arbeit und Soziales,981031114,Bundesministerium für Arbeit und Soziales einsvierneunachteinsnulldrei ,Bundesministerium für Arbeit und Soziales einsvierneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
5187,12,18,52711,3727.63,Dienstreisen,Bundesministerium für Digitales und Verkehr,527111218,Bundesministerium für Digitales und Verkehr einsachtfünfzweisiebeneinseins ,Bundesministerium für Digitales und Verkehr einsachtfünfzweisiebeneinseins  Dienstreisen
5188,15,12,53949,3678.88,Vermischte Verwaltungsausgaben,Bundesministerium für Gesundheit,539491512,Bundesministerium für Gesundheit einszweifünfdreineunvierneun ,Bundesministerium für Gesundheit einszweifünfdreineunvierneun  Vermischte Verwaltungsausgaben
5189,4,54,51801,3678.87,Mieten und Pachten,Bundeskanzler und Bundeskanzleramt,518010454,Bundeskanzler und Bundeskanzleramt fünfvierfünfeinsachtnulleins ,Bundeskanzler und Bundeskanzleramt fünfvierfünfeinsachtnulleins  Mieten und Pachten
5190,9,14,98103,3640.09,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Wirtschaft und Klimaschutz,981030914,Bundesministerium für Wirtschaft und Klimaschutz einsvierneunachteinsnulldrei ,Bundesministerium für Wirtschaft und Klimaschutz einsvierneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
5191,7,12,11101,3596.25,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010712,Bundesministerium der Justiz einszweieinseinseinsnulleins ,"Bundesministerium der Justiz einszweieinseinseinsnulleins  Gebühren, sonstige Entgelte"
5192,6,3,68104,3567.02,Leistungen im Rahmen der Abwicklung auslaufender Förderprogramme für Aus- und Übersiedler,Bundesministerium des Innern und für Heimat,681040603,Bundesministerium des Innern und für Heimat nulldreisechsachteinsnullvier ,Bundesministerium des Innern und für Heimat nulldreisechsachteinsnullvier  Leistungen im Rahmen der Abwicklung auslaufender Förderprogramme für Aus- und Übersiedler
5193,9,15,12401,3562.9,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium für Wirtschaft und Klimaschutz,124010915,Bundesministerium für Wirtschaft und Klimaschutz einsfünfeinszweiviernulleins ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünfeinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung"
5194,20,11,44357,3507.0,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesrechnungshof,443572011,Bundesrechnungshof einseinsviervierdreifünfsieben ,Bundesrechnungshof einseinsviervierdreifünfsieben  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften
