,Epl.,Kap.,Tit.,Ist 2016,Zweckbestimmung,ministries,2016 id,id_nlp_help,id_nlp,2016 Zweck,id
3666,9,3,72021,153253.0,Energieeinsparprogramm Bundesliegenschaften,Bundesministerium für Wirtschaft und Klimaschutz,720210903,Bundesministerium für Wirtschaft und Klimaschutz nulldreisiebenzweinullzweieins ,Bundesministerium für Wirtschaft und Klimaschutz nulldreisiebenzweinullzweieins  Energieeinsparprogramm Bundesliegenschaften,Bundesministerium für Wirtschaft und Klimaschutz,518320903.0
3667,6,2,68631,153000.0,Kosten des Europäischen Instituts für Öffentliche Verwaltung in Maastricht,Bundesministerium des Innern und für Heimat,686310602,Bundesministerium des Innern und für Heimat nullzweisechsachtsechsdreieins ,Bundesministerium des Innern und für Heimat nullzweisechsachtsechsdreieins  Kosten des Europäischen Instituts für Öffentliche Verwaltung in Maastricht,Bundesministerium des Innern und für Heimat,686310602.0
3668,20,12,51801,152944.13,Mieten und Pachten,Bundesrechnungshof,518012012,Bundesrechnungshof einszweifünfeinsachtnulleins ,Bundesrechnungshof einszweifünfeinsachtnulleins  Mieten und Pachten,Bundesrechnungshof,518012012.0
3669,2,12,81101,152730.93,Erwerb von Fahrzeugen,Deutscher Bundestag,811010212,Deutscher Bundestag einszweiachteinseinsnulleins ,Deutscher Bundestag einszweiachteinseinsnulleins  Erwerb von Fahrzeugen,Deutscher Bundestag,811010212.0
3670,6,17,42719,152497.59,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427190617,Bundesministerium des Innern und für Heimat einssiebenvierzweisiebeneinsneun ,"Bundesministerium des Innern und für Heimat einssiebenvierzweisiebeneinsneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427190617.0
3671,60,2,16101,152218.0,"Zinsen aus Darlehen an die Entschädigungseinrichtung der Wertpapierhandelsunternehmen (EdW) zur Finanzierung von Ansprüchen im Entschädigungsfall ""Phoenix""",Allgemeine Finanzverwaltung,161016002,Allgemeine Finanzverwaltung nullzweieinssechseinsnulleins ,"Allgemeine Finanzverwaltung nullzweieinssechseinsnulleins  Zinsen aus Darlehen an die Entschädigungseinrichtung der Wertpapierhandelsunternehmen (EdW) zur Finanzierung von Ansprüchen im Entschädigungsfall ""Phoenix""",,
3673,9,11,98103,151593.88,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Wirtschaft und Klimaschutz,981030911,Bundesministerium für Wirtschaft und Klimaschutz einseinsneunachteinsnulldrei ,Bundesministerium für Wirtschaft und Klimaschutz einseinsneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Wirtschaft und Klimaschutz,981030918.0
3674,16,1,81203,151575.0,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zum Betrieb der Umweltprobenbank","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",812031601,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinsachteinszweinulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinsachteinszweinulldrei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zum Betrieb der Umweltprobenbank","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",812031601.0
3675,11,16,42203,150820.62,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Bundesministerium für Arbeit und Soziales,422031116,Bundesministerium für Arbeit und Soziales einssechsvierzweizweinulldrei ,Bundesministerium für Arbeit und Soziales einssechsvierzweizweinulldrei  Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Bundesministerium für Arbeit und Soziales,422031116.0
3676,16,14,12502,150480.26,Einnahmen aus dem Kantinenbetrieb der Internationalen Naturschutzakademie Insel Vilm,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",125021614,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsviereinszweifünfnullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsviereinszweifünfnullzwei  Einnahmen aus dem Kantinenbetrieb der Internationalen Naturschutzakademie Insel Vilm","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",125021614.0
3677,2,12,51791,150149.7,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Deutscher Bundestag,517910212,Deutscher Bundestag einszweifünfeinssiebenneuneins ,"Deutscher Bundestag einszweifünfeinssiebenneuneins  Bewirtschaftung der Grundstücke, Gebäude und Räume",Deutscher Bundestag,517910212.0
3678,4,52,89417,150000.0,"Zuschuss des Bundes für Investitionen an die ""Sydslesvigsk Forening""",Bundeskanzler und Bundeskanzleramt,894170452,Bundeskanzler und Bundeskanzleramt fünfzweiachtneunviereinssieben ,"Bundeskanzler und Bundeskanzleramt fünfzweiachtneunviereinssieben  Zuschuss des Bundes für Investitionen an die ""Sydslesvigsk Forening""",Bundeskanzler und Bundeskanzleramt,894170452.0
3679,15,2,63202,150000.0,Zuschuss zu den Kosten zum Betrieb eines Transplantationsregisters und eines Implantateregisters,Bundesministerium für Gesundheit,632021502,Bundesministerium für Gesundheit nullzweisechsdreizweinullzwei ,Bundesministerium für Gesundheit nullzweisechsdreizweinullzwei  Zuschuss zu den Kosten zum Betrieb eines Transplantationsregisters und eines Implantateregisters,,
3680,4,31,42401,149632.89,Zuführung an die Versorgungsrücklage,Bundeskanzler und Bundeskanzleramt,424010431,Bundeskanzler und Bundeskanzleramt dreieinsvierzweiviernulleins ,Bundeskanzler und Bundeskanzleramt dreieinsvierzweiviernulleins  Zuführung an die Versorgungsrücklage,Bundeskanzler und Bundeskanzleramt,424010431.0
3681,10,18,52701,149526.21,Dienstreisen,Bundesministerium für Ernährung und Landwirtschaft,527011018,Bundesministerium für Ernährung und Landwirtschaft einsachtfünfzweisiebennulleins ,Bundesministerium für Ernährung und Landwirtschaft einsachtfünfzweisiebennulleins  Dienstreisen,Bundesministerium für Ernährung und Landwirtschaft,527011018.0
3682,4,52,54411,149334.02,"Forschung, Untersuchungen und Ähnliches",Bundeskanzler und Bundeskanzleramt,544110452,Bundeskanzler und Bundeskanzleramt fünfzweifünfvierviereinseins ,"Bundeskanzler und Bundeskanzleramt fünfzweifünfvierviereinseins  Forschung, Untersuchungen und Ähnliches",Bundeskanzler und Bundeskanzleramt,453010452.0
3683,15,12,13201,147964.32,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Gesundheit,132011512,Bundesministerium für Gesundheit einszweieinsdreizweinulleins ,Bundesministerium für Gesundheit einszweieinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Gesundheit,132011512.0
3685,8,1,68124,147451.14,Versorgungs- und Schadenersatzansprüche,Bundesministerium der Finanzen,681240801,Bundesministerium der Finanzen nulleinssechsachteinszweivier ,Bundesministerium der Finanzen nulleinssechsachteinszweivier  Versorgungs- und Schadenersatzansprüche,Bundesministerium der Finanzen,681240801.0
3686,6,28,53247,147000.69,Prüfung und Erprobung von Maßnahmen und Geräten zum CBRN-Schutz und für den medizinischen Katatstrophenschutz,Bundesministerium des Innern und für Heimat,532470628,Bundesministerium des Innern und für Heimat zweiachtfünfdreizweiviersieben ,Bundesministerium des Innern und für Heimat zweiachtfünfdreizweiviersieben  Prüfung und Erprobung von Maßnahmen und Geräten zum CBRN-Schutz und für den medizinischen Katatstrophenschutz,,
3687,7,1,68701,146978.98,Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet des Verbraucherschutzes,Bundesministerium der Justiz,687010701,Bundesministerium der Justiz nulleinssechsachtsiebennulleins ,Bundesministerium der Justiz nulleinssechsachtsiebennulleins  Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet des Verbraucherschutzes,,
3688,3,12,53205,146600.63,Ausgaben zur Förderung der zwischenstaatlichen Zusammenarbeit,Bundesrat,532050312,Bundesrat einszweifünfdreizweinullfünf ,Bundesrat einszweifünfdreizweinullfünf  Ausgaben zur Förderung der zwischenstaatlichen Zusammenarbeit,Bundesrat,532050312.0
3689,5,1,68111,145859.07,Unterstützungen für zurückgekehrte arbeitslose Bedienstete internationaler Organisationen,Auswärtiges Amt,681110501,Auswärtiges Amt nulleinssechsachteinseinseins ,Auswärtiges Amt nulleinssechsachteinseinseins  Unterstützungen für zurückgekehrte arbeitslose Bedienstete internationaler Organisationen,Auswärtiges Amt,681110501.0
3690,11,16,52701,145724.92,Dienstreisen,Bundesministerium für Arbeit und Soziales,527011116,Bundesministerium für Arbeit und Soziales einssechsfünfzweisiebennulleins ,Bundesministerium für Arbeit und Soziales einssechsfünfzweisiebennulleins  Dienstreisen,Bundesministerium für Arbeit und Soziales,527011116.0
3691,7,15,53999,145405.69,Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990715,Bundesministerium der Justiz einsfünffünfdreineunneunneun ,Bundesministerium der Justiz einsfünffünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990715.0
3692,17,1,11201,145195.64,"Geldstrafen, Geldbußen und Gerichtskosten","Bundesministerium für Familie, Senioren, Frauen und Jugend",112011701,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinseinseinszweinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinseinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten","Bundesministerium für Familie, Senioren, Frauen und Jugend",981031701.0
3693,8,1,69811,145188.06,"Ansprüche auf Hauptentschädigung nach §§ 243 bis 252 LAG, auf Entschädigung nach §§ 15, 29 und 33 WBSchlussG sowie auf Entschädigung nach §§ 31 ff. RepG und sonstige Einmalleistungen",Bundesministerium der Finanzen,698110801,Bundesministerium der Finanzen nulleinssechsneunachteinseins ,"Bundesministerium der Finanzen nulleinssechsneunachteinseins  Ansprüche auf Hauptentschädigung nach §§ 243 bis 252 LAG, auf Entschädigung nach §§ 15, 29 und 33 WBSchlussG sowie auf Entschädigung nach §§ 31 ff. RepG und sonstige Einmalleistungen",,
3694,11,16,42221,144926.41,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Arbeit und Soziales,422211116,Bundesministerium für Arbeit und Soziales einssechsvierzweizweizweieins ,Bundesministerium für Arbeit und Soziales einssechsvierzweizweizweieins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Arbeit und Soziales,422311116.0
3696,6,16,71101,143973.13,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium des Innern und für Heimat,711010616,Bundesministerium des Innern und für Heimat einssechssiebeneinseinsnulleins ,"Bundesministerium des Innern und für Heimat einssechssiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium des Innern und für Heimat,711010616.0
3697,4,52,81101,143751.62,Erwerb von Fahrzeugen,Bundeskanzler und Bundeskanzleramt,811010452,Bundeskanzler und Bundeskanzleramt fünfzweiachteinseinsnulleins ,Bundeskanzler und Bundeskanzleramt fünfzweiachteinseinsnulleins  Erwerb von Fahrzeugen,Bundeskanzler und Bundeskanzleramt,811010452.0
3698,12,14,26101,142942.47,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,Bundesministerium für Digitales und Verkehr,261011214,Bundesministerium für Digitales und Verkehr einsvierzweisechseinsnulleins ,Bundesministerium für Digitales und Verkehr einsvierzweisechseinsnulleins  Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,Bundesministerium für Digitales und Verkehr,261011220.0
3699,12,18,54711,142690.04,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,547111218,Bundesministerium für Digitales und Verkehr einsachtfünfviersiebeneinseins ,Bundesministerium für Digitales und Verkehr einsachtfünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben,,
3700,10,11,23257,142572.89,Beteiligung an den Versorgungslasten des Bundes,Bundesministerium für Ernährung und Landwirtschaft,232571011,Bundesministerium für Ernährung und Landwirtschaft einseinszweidreizweifünfsieben ,Bundesministerium für Ernährung und Landwirtschaft einseinszweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Bundesministerium für Ernährung und Landwirtschaft,232571011.0
3701,20,11,44301,142213.74,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesrechnungshof,443012011,Bundesrechnungshof einseinsviervierdreinulleins ,Bundesrechnungshof einseinsviervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesrechnungshof,443012011.0
3702,6,2,81232,142038.72,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,812320602,Bundesministerium des Innern und für Heimat nullzweiachteinszweidreizwei ,"Bundesministerium des Innern und für Heimat nullzweiachteinszweidreizwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,812620602.0
3704,11,14,42709,141661.81,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427091114,Bundesministerium für Arbeit und Soziales einsviervierzweisiebennullneun ,"Bundesministerium für Arbeit und Soziales einsviervierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427091114.0
3705,12,14,52711,141073.66,Dienstreisen,Bundesministerium für Digitales und Verkehr,527111214,Bundesministerium für Digitales und Verkehr einsvierfünfzweisiebeneinseins ,Bundesministerium für Digitales und Verkehr einsvierfünfzweisiebeneinseins  Dienstreisen,Bundesministerium für Digitales und Verkehr,527111217.0
3707,7,12,52501,140743.63,Aus- und Fortbildung,Bundesministerium der Justiz,525010712,Bundesministerium der Justiz einszweifünfzweifünfnulleins ,Bundesministerium der Justiz einszweifünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium der Justiz,525010712.0
3709,15,12,51801,139965.73,Mieten und Pachten,Bundesministerium für Gesundheit,518011512,Bundesministerium für Gesundheit einszweifünfeinsachtnulleins ,Bundesministerium für Gesundheit einszweifünfeinsachtnulleins  Mieten und Pachten,Bundesministerium für Gesundheit,518011512.0
3710,4,55,11101,139690.01,"Gebühren, sonstige Entgelte",Bundeskanzler und Bundeskanzleramt,111010455,Bundeskanzler und Bundeskanzleramt fünffünfeinseinseinsnulleins ,"Bundeskanzler und Bundeskanzleramt fünffünfeinseinseinsnulleins  Gebühren, sonstige Entgelte",Bundeskanzler und Bundeskanzleramt,518010453.0
3711,16,13,26101,139542.76,Erstattungen von Verwaltungskosten,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",261011613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreizweisechseinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreizweisechseinsnulleins  Erstattungen von Verwaltungskosten",,
3712,4,52,42101,139491.33,Bezüge der Staatsministerin,Bundeskanzler und Bundeskanzleramt,421010452,Bundeskanzler und Bundeskanzleramt fünfzweivierzweieinsnulleins ,Bundeskanzler und Bundeskanzleramt fünfzweivierzweieinsnulleins  Bezüge der Staatsministerin,Bundeskanzler und Bundeskanzleramt,421010452.0
