,Epl.,Kap.,Tit.,Ist 2018,Zweckbestimmung,ministries,2018 id,id_nlp_help,id_nlp,2018 Zweck,id
3526,16,2,11999,210745.63,Vermischte Einnahmen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",119991602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweieinseinsneunneunneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweieinseinsneunneunneun  Vermischte Einnahmen","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",119991608.0
3527,10,16,45301,210227.64,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Ernährung und Landwirtschaft,453011016,Bundesministerium für Ernährung und Landwirtschaft einssechsvierfünfdreinulleins ,"Bundesministerium für Ernährung und Landwirtschaft einssechsvierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Ernährung und Landwirtschaft,453011016.0
3528,12,15,52701,210047.29,Dienstreisen,Bundesministerium für Digitales und Verkehr,527011215,Bundesministerium für Digitales und Verkehr einsfünffünfzweisiebennulleins ,Bundesministerium für Digitales und Verkehr einsfünffünfzweisiebennulleins  Dienstreisen,Bundesministerium für Digitales und Verkehr,527011215.0
3529,1,13,53999,208372.59,Vermischte Verwaltungsausgaben,Bundespräsident und Bundespräsidialamt,539990113,Bundespräsident und Bundespräsidialamt einsdreifünfdreineunneunneun ,Bundespräsident und Bundespräsidialamt einsdreifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundespräsident und Bundespräsidialamt,539990113.0
3530,12,17,11201,207881.51,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Digitales und Verkehr,112011217,Bundesministerium für Digitales und Verkehr einssiebeneinseinszweinulleins ,"Bundesministerium für Digitales und Verkehr einssiebeneinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Digitales und Verkehr,112011217.0
3531,11,6,45919,207155.87,Vermischte Personalausgaben,Bundesministerium für Arbeit und Soziales,459191106,Bundesministerium für Arbeit und Soziales nullsechsvierfünfneuneinsneun ,Bundesministerium für Arbeit und Soziales nullsechsvierfünfneuneinsneun  Vermischte Personalausgaben,Bundesministerium für Arbeit und Soziales,459191106.0
3532,4,53,53206,207085.58,Restaurierung von Dokumentar- und Spielfilmen,Bundeskanzler und Bundeskanzleramt,532060453,Bundeskanzler und Bundeskanzleramt fünfdreifünfdreizweinullsechs ,Bundeskanzler und Bundeskanzleramt fünfdreifünfdreizweinullsechs  Restaurierung von Dokumentar- und Spielfilmen,Bundeskanzler und Bundeskanzleramt,119010453.0
3534,6,34,81201,206914.66,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium des Innern und für Heimat,812010634,Bundesministerium des Innern und für Heimat dreivierachteinszweinulleins ,"Bundesministerium des Innern und für Heimat dreivierachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium des Innern und für Heimat,812010634.0
3535,15,16,52501,206773.78,Aus- und Fortbildung,Bundesministerium für Gesundheit,525011516,Bundesministerium für Gesundheit einssechsfünfzweifünfnulleins ,Bundesministerium für Gesundheit einssechsfünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium für Gesundheit,525011516.0
3536,6,21,42719,206771.08,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427190621,Bundesministerium des Innern und für Heimat zweieinsvierzweisiebeneinsneun ,"Bundesministerium des Innern und für Heimat zweieinsvierzweisiebeneinsneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427190617.0
3537,1,12,53999,206412.72,Vermischte Verwaltungsausgaben,Bundespräsident und Bundespräsidialamt,539990112,Bundespräsident und Bundespräsidialamt einszweifünfdreineunneunneun ,Bundespräsident und Bundespräsidialamt einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundespräsident und Bundespräsidialamt,539990112.0
3538,15,13,42759,206369.83,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,427591513,Bundesministerium für Gesundheit einsdreivierzweisiebenfünfneun ,"Bundesministerium für Gesundheit einsdreivierzweisiebenfünfneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,427591513.0
3539,17,11,63257,206283.9,Erstattungen des Bundes für Versorgungslasten,"Bundesministerium für Familie, Senioren, Frauen und Jugend",632571711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinssechsdreizweifünfsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinssechsdreizweifünfsieben  Erstattungen des Bundes für Versorgungslasten","Bundesministerium für Familie, Senioren, Frauen und Jugend",453011716.0
3541,11,16,52501,206134.14,Aus- und Fortbildung,Bundesministerium für Arbeit und Soziales,525011116,Bundesministerium für Arbeit und Soziales einssechsfünfzweifünfnulleins ,Bundesministerium für Arbeit und Soziales einssechsfünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium für Arbeit und Soziales,525011116.0
3542,5,11,44357,205741.85,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Auswärtiges Amt,443570511,Auswärtiges Amt einseinsviervierdreifünfsieben ,Auswärtiges Amt einseinsviervierdreifünfsieben  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Auswärtiges Amt,443570511.0
3543,4,13,63403,204980.88,Zuweisungen an den Versorgungsfonds,Bundeskanzler und Bundeskanzleramt,634030413,Bundeskanzler und Bundeskanzleramt einsdreisechsdreiviernulldrei ,Bundeskanzler und Bundeskanzleramt einsdreisechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,Bundeskanzler und Bundeskanzleramt,634030413.0
3544,15,16,54731,204862.75,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,547311516,Bundesministerium für Gesundheit einssechsfünfviersiebendreieins ,Bundesministerium für Gesundheit einssechsfünfviersiebendreieins  Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,547311516.0
3546,15,12,51801,204413.76,Mieten und Pachten,Bundesministerium für Gesundheit,518011512,Bundesministerium für Gesundheit einszweifünfeinsachtnulleins ,Bundesministerium für Gesundheit einszweifünfeinsachtnulleins  Mieten und Pachten,Bundesministerium für Gesundheit,518011512.0
3547,14,8,63301,203532.74,Zuweisungen an Gemeinden und Gemeindeverbände zur Straßenunterhaltung,Bundesministerium der Verteidigung,633011408,Bundesministerium der Verteidigung nullachtsechsdreidreinulleins ,Bundesministerium der Verteidigung nullachtsechsdreidreinulleins  Zuweisungen an Gemeinden und Gemeindeverbände zur Straßenunterhaltung,Bundesministerium der Verteidigung,633011408.0
3549,12,5,68201,203000.0,Erstattung von Verwaltungskosten an die DFS Deutsche Flugsicherung GmbH für Aufgaben der zivilen Verteidigung,Bundesministerium für Digitales und Verkehr,682011205,Bundesministerium für Digitales und Verkehr nullfünfsechsachtzweinulleins ,Bundesministerium für Digitales und Verkehr nullfünfsechsachtzweinulleins  Erstattung von Verwaltungskosten an die DFS Deutsche Flugsicherung GmbH für Aufgaben der zivilen Verteidigung,,
3550,21,11,54301,202877.48,Veröffentlichungen und Fachinformationen,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,543012111,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseinsfünfvierdreinulleins ,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseinsfünfvierdreinulleins  Veröffentlichungen und Fachinformationen,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,543012111.0
3551,17,15,42801,202353.87,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,"Bundesministerium für Familie, Senioren, Frauen und Jugend",428011715,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsfünfvierzweiachtnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsfünfvierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer","Bundesministerium für Familie, Senioren, Frauen und Jugend",428011715.0
3552,20,12,53999,201152.74,Vermischte Verwaltungsausgaben,Bundesrechnungshof,539992012,Bundesrechnungshof einszweifünfdreineunneunneun ,Bundesrechnungshof einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesrechnungshof,539992012.0
3553,6,2,53239,200945.25,Open Government Partnership,Bundesministerium des Innern und für Heimat,532390602,Bundesministerium des Innern und für Heimat nullzweifünfdreizweidreineun ,Bundesministerium des Innern und für Heimat nullzweifünfdreizweidreineun  Open Government Partnership,,
3554,21,11,44101,200753.76,Beihilfen aufgrund der Beihilfevorschriften,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,441012111,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseinsvierviereinsnulleins ,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseinsvierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,441012111.0
3555,6,19,52501,200549.35,Aus- und Fortbildung,Bundesministerium des Innern und für Heimat,525010619,Bundesministerium des Innern und für Heimat einsneunfünfzweifünfnulleins ,Bundesministerium des Innern und für Heimat einsneunfünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium des Innern und für Heimat,525010619.0
3556,12,23,52501,200476.37,Aus- und Fortbildung,Bundesministerium für Digitales und Verkehr,525011223,Bundesministerium für Digitales und Verkehr zweidreifünfzweifünfnulleins ,Bundesministerium für Digitales und Verkehr zweidreifünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium für Digitales und Verkehr,525011223.0
3557,16,15,81202,198699.64,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",812021615,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünfachteinszweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünfachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",812021615.0
3559,7,17,81202,198568.58,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium der Justiz,812020717,Bundesministerium der Justiz einssiebenachteinszweinullzwei ,"Bundesministerium der Justiz einssiebenachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",,
3561,2,13,51701,198351.19,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Deutscher Bundestag,517010213,Deutscher Bundestag einsdreifünfeinssiebennulleins ,"Deutscher Bundestag einsdreifünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume",Deutscher Bundestag,517010213.0
3562,2,12,81206,198130.95,"Beschaffung und Einrichtung von Fernmeldeanlagen u. Ä. für Abgeordnete, den Wehrbeauftragten des Deutschen Bundestages sowie den Ständigen Bevollmächtigten des Parlamentarischen Kontrollgremiums",Deutscher Bundestag,812060212,Deutscher Bundestag einszweiachteinszweinullsechs ,"Deutscher Bundestag einszweiachteinszweinullsechs  Beschaffung und Einrichtung von Fernmeldeanlagen u. Ä. für Abgeordnete, den Wehrbeauftragten des Deutschen Bundestages sowie den Ständigen Bevollmächtigten des Parlamentarischen Kontrollgremiums",Deutscher Bundestag,812060212.0
3565,6,17,42719,196845.85,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427190617,Bundesministerium des Innern und für Heimat einssiebenvierzweisiebeneinsneun ,"Bundesministerium des Innern und für Heimat einssiebenvierzweisiebeneinsneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427390616.0
3566,12,23,53201,196712.1,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,532011223,Bundesministerium für Digitales und Verkehr zweidreifünfdreizweinulleins ,Bundesministerium für Digitales und Verkehr zweidreifünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,532011223.0
3567,17,11,52601,196680.33,Gerichts- und ähnliche Kosten,"Bundesministerium für Familie, Senioren, Frauen und Jugend",526011711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsfünfzweisechsnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsfünfzweisechsnulleins  Gerichts- und ähnliche Kosten","Bundesministerium für Familie, Senioren, Frauen und Jugend",526011711.0
3569,6,18,51802,195378.36,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium des Innern und für Heimat,518020618,Bundesministerium des Innern und für Heimat einsachtfünfeinsachtnullzwei ,Bundesministerium des Innern und für Heimat einsachtfünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,,
3570,6,4,68602,195370.76,"Maßnahmen auf dem Gebiet ""Grün in der Stadtentwicklung""",Bundesministerium des Innern und für Heimat,686020604,Bundesministerium des Innern und für Heimat nullviersechsachtsechsnullzwei ,"Bundesministerium des Innern und für Heimat nullviersechsachtsechsnullzwei  Maßnahmen auf dem Gebiet ""Grün in der Stadtentwicklung""","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",686022502.0
3571,6,14,51901,195066.33,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium des Innern und für Heimat,519010614,Bundesministerium des Innern und für Heimat einsvierfünfeinsneunnulleins ,Bundesministerium des Innern und für Heimat einsvierfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium des Innern und für Heimat,519010614.0
3572,11,3,68504,194933.44,Förderung des überregionalen Erfahrungsaustausches,Bundesministerium für Arbeit und Soziales,685041103,Bundesministerium für Arbeit und Soziales nulldreisechsachtfünfnullvier ,Bundesministerium für Arbeit und Soziales nulldreisechsachtfünfnullvier  Förderung des überregionalen Erfahrungsaustausches,Bundesministerium für Arbeit und Soziales,685041103.0
3573,12,10,68222,194789.64,Verwaltungsausgaben des Projektträgers,Bundesministerium für Digitales und Verkehr,682221210,Bundesministerium für Digitales und Verkehr einsnullsechsachtzweizweizwei ,Bundesministerium für Digitales und Verkehr einsnullsechsachtzweizweizwei  Verwaltungsausgaben des Projektträgers,Bundesministerium für Digitales und Verkehr,547111218.0
3574,14,10,26611,194562.35,Erstattungen Dritter - Ausland -,Bundesministerium der Verteidigung,266111410,Bundesministerium der Verteidigung einsnullzweisechssechseinseins ,Bundesministerium der Verteidigung einsnullzweisechssechseinseins  Erstattungen Dritter - Ausland -,Bundesministerium der Verteidigung,544011413.0
3577,4,55,51401,193303.35,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundeskanzler und Bundeskanzleramt,514010455,Bundeskanzler und Bundeskanzleramt fünffünffünfeinsviernulleins ,"Bundeskanzler und Bundeskanzleramt fünffünffünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundeskanzler und Bundeskanzleramt,514010452.0
