,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp
4096,4649,20,11,44301,163418.81,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesrechnungshof,201144301,Bundesrechnungshof einseins viervierdreinulleins ,Bundesrechnungshof einseins viervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften
4097,3795,14,11,45357,162652.5,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium der Verteidigung,141145357,Bundesministerium der Verteidigung einseins vierfünfdreifünfsieben ,"Bundesministerium der Verteidigung einseins vierfünfdreifünfsieben  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen"
4098,3309,12,17,53929,161883.66,Vermischte Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,121753929,Bundesministerium für Digitales und Verkehr einssieben fünfdreineunzweineun ,Bundesministerium für Digitales und Verkehr einssieben fünfdreineunzweineun  Vermischte Verwaltungsausgaben
4100,4323,16,13,71101,161636.21,"Kleine Neu-, Um- und Erweiterungsbauten","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161371101,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei siebeneinseinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei siebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten"
4101,431,4,52,42101,160261.24,Bezüge der Staatsministerin,Bundeskanzler und Bundeskanzleramt,045242101,Bundeskanzler und Bundeskanzleramt fünfzwei vierzweieinsnulleins ,Bundeskanzler und Bundeskanzleramt fünfzwei vierzweieinsnulleins  Bezüge der Staatsministerin
4102,4634,19,12,53999,160171.26,Vermischte Verwaltungsausgaben,Bundesverfassungsgericht,191253999,Bundesverfassungsgericht einszwei fünfdreineunneunneun ,Bundesverfassungsgericht einszwei fünfdreineunneunneun  Vermischte Verwaltungsausgaben
4103,512,4,56,81202,159953.8,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundeskanzler und Bundeskanzleramt,045681202,Bundeskanzler und Bundeskanzleramt fünfsechs achteinszweinullzwei ,"Bundeskanzler und Bundeskanzleramt fünfsechs achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
4104,2184,9,17,42202,159760.39,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Wirtschaft und Klimaschutz,091742202,Bundesministerium für Wirtschaft und Klimaschutz einssieben vierzweizweinullzwei ,Bundesministerium für Wirtschaft und Klimaschutz einssieben vierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte
4105,325,4,32,68505,159514.27,Allgemeine informationspolitische Maßnahmen,Bundeskanzler und Bundeskanzleramt,043268505,Bundeskanzler und Bundeskanzleramt dreizwei sechsachtfünfnullfünf ,Bundeskanzler und Bundeskanzleramt dreizwei sechsachtfünfnullfünf  Allgemeine informationspolitische Maßnahmen
4108,4437,17,2,23202,159000.05,Einnahmen aus sonstigen Zuweisungen der Länder zu besonderen Maßnahmen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170223202,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullzwei zweidreizweinullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullzwei zweidreizweinullzwei  Einnahmen aus sonstigen Zuweisungen der Länder zu besonderen Maßnahmen"
4109,2998,12,3,82101,158629.98,Ankauf von unbebauten Grundstücken,Bundesministerium für Digitales und Verkehr,120382101,Bundesministerium für Digitales und Verkehr nulldrei achtzweieinsnulleins ,Bundesministerium für Digitales und Verkehr nulldrei achtzweieinsnulleins  Ankauf von unbebauten Grundstücken
4111,704,5,13,27201,157947.97,Zuschüsse von der EU zur Durchführung von Aufträgen,Auswärtiges Amt,051327201,Auswärtiges Amt einsdrei zweisiebenzweinulleins ,Auswärtiges Amt einsdrei zweisiebenzweinulleins  Zuschüsse von der EU zur Durchführung von Aufträgen
4113,357,4,51,52601,157670.06,Gerichts- und ähnliche Kosten,Bundeskanzler und Bundeskanzleramt,045152601,Bundeskanzler und Bundeskanzleramt fünfeins fünfzweisechsnulleins ,Bundeskanzler und Bundeskanzleramt fünfeins fünfzweisechsnulleins  Gerichts- und ähnliche Kosten
4114,196,3,12,51802,157012.8,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesrat,031251802,Bundesrat einszwei fünfeinsachtnullzwei ,Bundesrat einszwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
4115,3717,14,7,98103,156244.49,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium der Verteidigung,140798103,Bundesministerium der Verteidigung nullsieben neunachteinsnulldrei ,Bundesministerium der Verteidigung nullsieben neunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
4116,3574,12,28,52701,155841.24,Dienstreisen,Bundesministerium für Digitales und Verkehr,122852701,Bundesministerium für Digitales und Verkehr zweiacht fünfzweisiebennulleins ,Bundesministerium für Digitales und Verkehr zweiacht fünfzweisiebennulleins  Dienstreisen
4117,4560,17,14,68401,155502.43,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen),"Bundesministerium für Familie, Senioren, Frauen und Jugend",171468401,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsvier sechsachtviernulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsvier sechsachtviernulleins  Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen)"
4118,1876,9,2,98103,155228.5,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Wirtschaft und Klimaschutz,090298103,Bundesministerium für Wirtschaft und Klimaschutz nullzwei neunachteinsnulldrei ,Bundesministerium für Wirtschaft und Klimaschutz nullzwei neunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
4119,1473,7,12,81101,155111.58,Erwerb von Fahrzeugen,Bundesministerium der Justiz,071281101,Bundesministerium der Justiz einszwei achteinseinsnulleins ,Bundesministerium der Justiz einszwei achteinseinsnulleins  Erwerb von Fahrzeugen
4120,2157,9,16,51151,154362.31,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Wirtschaft und Klimaschutz,091651151,Bundesministerium für Wirtschaft und Klimaschutz einssechs fünfeinseinsfünfeins ,"Bundesministerium für Wirtschaft und Klimaschutz einssechs fünfeinseinsfünfeins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
4121,4632,19,12,53203,154141.06,Sonstige Dienstleistungsaufträge an Dritte,Bundesverfassungsgericht,191253203,Bundesverfassungsgericht einszwei fünfdreizweinulldrei ,Bundesverfassungsgericht einszwei fünfdreizweinulldrei  Sonstige Dienstleistungsaufträge an Dritte
4122,2669,11,6,42749,154114.68,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,110642749,Bundesministerium für Arbeit und Soziales nullsechs vierzweisiebenvierneun ,"Bundesministerium für Arbeit und Soziales nullsechs vierzweisiebenvierneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
4123,721,5,13,45301,153960.32,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Auswärtiges Amt,051345301,Auswärtiges Amt einsdrei vierfünfdreinulleins ,"Auswärtiges Amt einsdrei vierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen"
4124,4522,17,12,45301,153951.13,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen","Bundesministerium für Familie, Senioren, Frauen und Jugend",171245301,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei vierfünfdreinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei vierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen"
4125,824,6,2,68631,153000.0,Kosten des Europäischen Instituts für Öffentliche Verwaltung in Maastricht,Bundesministerium des Innern und für Heimat,060268631,Bundesministerium des Innern und für Heimat nullzwei sechsachtsechsdreieins ,Bundesministerium des Innern und für Heimat nullzwei sechsachtsechsdreieins  Kosten des Europäischen Instituts für Öffentliche Verwaltung in Maastricht
4126,4178,15,17,42729,152826.97,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,151742729,Bundesministerium für Gesundheit einssieben vierzweisiebenzweineun ,"Bundesministerium für Gesundheit einssieben vierzweisiebenzweineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
4127,4526,17,12,51801,152685.83,Mieten und Pachten,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171251801,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei fünfeinsachtnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei fünfeinsachtnulleins  Mieten und Pachten"
4128,4505,17,11,44301,152411.84,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171144301,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseins viervierdreinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseins viervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften"
4129,4331,16,14,12502,151958.72,Einnahmen aus dem Kantinenbetrieb der Internationalen Naturschutzakademie Insel Vilm,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161412502,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier einszweifünfnullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier einszweifünfnullzwei  Einnahmen aus dem Kantinenbetrieb der Internationalen Naturschutzakademie Insel Vilm"
4130,975,6,14,42231,151603.81,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium des Innern und für Heimat,061442231,Bundesministerium des Innern und für Heimat einsvier vierzweizweidreieins ,Bundesministerium des Innern und für Heimat einsvier vierzweizweidreieins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten
4131,3972,15,12,51401,151410.64,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Gesundheit,151251401,Bundesministerium für Gesundheit einszwei fünfeinsviernulleins ,"Bundesministerium für Gesundheit einszwei fünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl."
4133,1425,7,11,53102,150953.32,Abgeltung von Ansprüchen nach dem Urheberrecht,Bundesministerium der Justiz,071153102,Bundesministerium der Justiz einseins fünfdreieinsnullzwei ,Bundesministerium der Justiz einseins fünfdreieinsnullzwei  Abgeltung von Ansprüchen nach dem Urheberrecht
4134,4175,15,17,81101,150149.36,Erwerb von Fahrzeugen,Bundesministerium für Gesundheit,151781101,Bundesministerium für Gesundheit einssieben achteinseinsnulleins ,Bundesministerium für Gesundheit einssieben achteinseinsnulleins  Erwerb von Fahrzeugen
4135,1264,6,28,68406,150000.0,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen",Bundesministerium des Innern und für Heimat,062868406,Bundesministerium des Innern und für Heimat zweiacht sechsachtviernullsechs ,"Bundesministerium des Innern und für Heimat zweiacht sechsachtviernullsechs  Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen"
4136,1055,6,18,53203,150000.0,Sonstige Dienstleistungsaufträge an Dritte,Bundesministerium des Innern und für Heimat,061853203,Bundesministerium des Innern und für Heimat einsacht fünfdreizweinulldrei ,Bundesministerium des Innern und für Heimat einsacht fünfdreizweinulldrei  Sonstige Dienstleistungsaufträge an Dritte
4137,391,4,52,89417,150000.0,Zuschuss des Bundes für Investitionen an die Sydslesvigsk Forening,Bundeskanzler und Bundeskanzleramt,045289417,Bundeskanzler und Bundeskanzleramt fünfzwei achtneunviereinssieben ,Bundeskanzler und Bundeskanzleramt fünfzwei achtneunviereinssieben  Zuschuss des Bundes für Investitionen an die Sydslesvigsk Forening
4139,2715,11,11,45202,149558.48,Unfallversicherung Bund und Bahn,Bundesministerium für Arbeit und Soziales,111145202,Bundesministerium für Arbeit und Soziales einseins vierfünfzweinullzwei ,Bundesministerium für Arbeit und Soziales einseins vierfünfzweinullzwei  Unfallversicherung Bund und Bahn
4140,1474,7,12,81201,149543.1,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium der Justiz,071281201,Bundesministerium der Justiz einszwei achteinszweinulleins ,"Bundesministerium der Justiz einszwei achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
4141,4512,17,12,11101,149170.05,"Gebühren, sonstige Entgelte","Bundesministerium für Familie, Senioren, Frauen und Jugend",171211101,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei einseinseinsnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei einseinseinsnulleins  Gebühren, sonstige Entgelte"
4142,605,5,11,52901,149092.25,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,Auswärtiges Amt,051152901,Auswärtiges Amt einseins fünfzweineunnulleins ,Auswärtiges Amt einseins fünfzweineunnulleins  Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen
4143,4990,30,2,68320,148367.02,Sicherung von Ausbildungen,Bundesministerium für Bildung und Forschung,300268320,Bundesministerium für Bildung und Forschung nullzwei sechsachtdreizweinull ,Bundesministerium für Bildung und Forschung nullzwei sechsachtdreizweinull  Sicherung von Ausbildungen
4144,505,4,56,51701,148327.57,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundeskanzler und Bundeskanzleramt,045651701,Bundeskanzler und Bundeskanzleramt fünfsechs fünfeinssiebennulleins ,"Bundeskanzler und Bundeskanzleramt fünfsechs fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume"
4146,3239,12,15,11201,147989.57,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Digitales und Verkehr,121511201,Bundesministerium für Digitales und Verkehr einsfünf einseinszweinulleins ,"Bundesministerium für Digitales und Verkehr einsfünf einseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten"
4147,1562,7,17,51801,147824.98,Mieten und Pachten,Bundesministerium der Justiz,071751801,Bundesministerium der Justiz einssieben fünfeinsachtnulleins ,Bundesministerium der Justiz einssieben fünfeinsachtnulleins  Mieten und Pachten
4148,2562,10,18,12501,147822.02,Einnahmen aus den Versuchsfeldern und Gewächshäusern,Bundesministerium für Ernährung und Landwirtschaft,101812501,Bundesministerium für Ernährung und Landwirtschaft einsacht einszweifünfnulleins ,Bundesministerium für Ernährung und Landwirtschaft einsacht einszweifünfnulleins  Einnahmen aus den Versuchsfeldern und Gewächshäusern
4149,3514,12,22,11201,147235.7,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Digitales und Verkehr,122211201,Bundesministerium für Digitales und Verkehr zweizwei einseinszweinulleins ,"Bundesministerium für Digitales und Verkehr zweizwei einseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten"
